run_id,run_timestamp,source_record_count,valid_record_count,rejected_record_count,status
ae3af56f-4dba-4e9f-9903-d0cf2b46dfed,2026-09-23T13:25:11.533275,7,5,2,SUCCESS
c27b7673-c730-4a46-9a6e-9b23d34d16bf,2026-09-23T13:27:04.472592,7,5,2,SUCCESS
7e6c9c8e-e544-4d8d-966e-df38055d48e7,2026-09-23T13:29:09.563071,7,5,2,SUCCESS
f285163c-378e-484e-9fa5-b3d37fcd8f45,2026-09-23T13:54:37.978744,7,5,2,SUCCESS
e8c48e3d-7522-43f0-b63f-7baef02f3db9,2026-09-23T13:54:57.627373,7,5,2,SUCCESS
68d1298a-d6fb-4dc0-8d96-719acd4ad9bb,2026-09-23T13:55:17.383469,7,5,2,SUCCESS
1885fdb7-e547-400b-ad3c-06a27f7bd857,2026-09-23T13:57:01.685768,7,5,2,SUCCESS
80d9aba3-00bb-4f40-8506-b1f19e1d0ec4,2026-09-24T11:45:45.676351,7,5,2,SUCCESS
